record_id,title,year,stage,decision,criteria_codes,rationale,date
CAND-1642,Reducing Execution Time of Distributed SELECT Query in Heterogeneous Distributed Database using Genetic Algorithm,2014,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-1643,Regional variability in the rates of total hip replacement in Spain,2014,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1644,Relational vs. NoSQL Databases: A Survey,2014,automation,advance,search-string,"matches canonical string (term='nosql', indicator='survey')",2026-07-05
CAND-1645,Reliability and Availability Properties of Distributed Database Systems,2014,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='survey')",2026-07-05
CAND-1646,Remote sensing detection of volcanic ash cloud using independent component analysis,2014,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1647,Research of Load Balancing Based on NOSQL Database,2014,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-1648,Research on Practice Model of the Clustering and Industrialization of Geological Data Information Service,2014,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1649,Resource ProvisioningTechniques in Cloud Computing Environment:A Survey,2014,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1650,Reviewing technical approaches for sharing and preservation of experimental data,2014,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1651,Review on Fragmentation in Distributed Database Environment,2014,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='review')",2026-07-05
CAND-1652,Review on Metadata Management and Applications,2014,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1653,Robust Distributed Query Processing for Streaming Data,2014,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1654,Role of Data Mining in the Manufacturing and Service Application,2014,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1655,"R-Wingu, the ‘Big Data’ Analytic Framework: a Solution to Intelligent Correlation of Research Output in a Private Cloud Prototype for Seamless Research Ontologies",2014,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-1656,Saúde mental e trabalho: um levantamento da literatura nacional nas bases de dados em Psicologia da Biblioteca Virtual de Saúde (BVS) Mental health and work: a survey of Brazilian literature in Biblioteca Virtual da Saúde (BVS) databases,2014,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1657,Sea Bottom Classification by Means of Bathymetric LIDAR Data,2014,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-1658,Secure Cloud – A Survey I,2014,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1659,Security Aspects of Database-as-a-Service (DBaaS) in Cloud Computing,2014,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-1660,Security Design Issues in Distributed Databases,2014,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='review')",2026-07-05
CAND-1661,Security Scenarios over Cloud Computing throughEspousing Multi-Cloud Structure,2014,automation,advance,search-string,"matches canonical string (term='cloud database', indicator='survey')",2026-07-05
CAND-1662,Semantic web service discovery approaches: overview and limitations,2014,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1663,Shortest-path queries in static networks,2014,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1664,"SISLA - WEB APPLICATION AND SPATIAL DATABASE TO FOSTER NATURAL RESOURCE MANAGEMENT AT MATO GROSSO DO SUL STATE, BRAZIL",2014,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1665,"Smokeless Tobacco (Shammah) in Saudi Arabia: A Review of its Pattern of Use, Prevalence, and Potential Role in Oral Cancer",2014,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1666,SQL Injection Attacks on Web Applications,2014,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1667,State Member Board Briefs,2014,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1668,Statika: Managing Bioinformatics Tools And Resources In The Cloud,2014,automation,advance,search-string,"matches canonical string (term='graph database', indicator='taxonomy')",2026-07-05
CAND-1669,"Statika: Managing Cloud Resources, Bioinformatics Tools And Data",2014,automation,advance,search-string,"matches canonical string (term='graph database', indicator='taxonomy')",2026-07-05
CAND-1670,Study of data mapping for RDBMS (relational database management system) data to NoSQL,2014,automation,advance,search-string,"matches canonical string (term='nosql', indicator='state-of-the-art')",2026-07-05
CAND-1671,Study on Database Virtualization for Database as a Service (DBaaS),2014,automation,advance,search-string,"matches canonical string (term='dbaas', indicator='survey')",2026-07-05
CAND-1672,Study on Query Optimization of Distributed Database,2014,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-1673,Sublingual Administration of Tacrolimus: Current Trends and Available Evidence,2014,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1674,Surveying North American Academic Library Websites for Instructional Outreach and Delivery Reveals a Broad Range of Approaches Employed,2014,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1675,Survey of secure computing,2014,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1676,Survey of Various Approaches on Video Recognition,2014,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1677,Survey On Accessing Encrypted Database In Cloud,2014,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1678,Survey on Distributed Accountability for Data Sharing in the Cloud,2014,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1679,Survey on NoSQL for Management of Big Data,2014,automation,advance,search-string,"matches canonical string (term='nosql', indicator='survey')",2026-07-05
CAND-1680,Survey on the Concurrency Control Protocols for Encrypted Cloud Databases,2014,automation,advance,search-string,"matches canonical string (term='cloud database', indicator='survey')",2026-07-05
CAND-1681,Systematic approach for validating Java-MongoDB Schema,2014,automation,advance,search-string,"matches canonical string (term='nosql', indicator='systematic')",2026-07-05
CAND-1682,Taxonomy for Internet of Things - Tools for Monitoring Personal Effects,2014,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='taxonomy')",2026-07-05
CAND-1683,Testing Cloud Benchmark Scalability with Cassandra,2014,automation,advance,search-string,"matches canonical string (term='nosql', indicator='review')",2026-07-05
CAND-1684,Testing the Application of Google Fusion Tables as a Collaborative Productivity Database and Benchmarking System for the Construction Industry,2014,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1685,The Algorithmic Foundations of Differential Privacy,2014,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='survey')",2026-07-05
CAND-1686,The Certainty of a CGU-Specific WACC - Estimating Complications of Applying a Company-Wide Discount Rate,2014,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1687,The Development of 3D City Model for Putrajaya MPC Database,2014,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1688,The Effect of UNH Undergraduate Student Exercise on Academic Achievement,2014,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1689,The EPOCH Project - I. Periodic variable stars in the EROS-2 LMC database,2014,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1690,The equipoise of perioperative anticoagulation management: a Canadian cross-sectional survey,2014,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1691,The renewed LCA Resource Directory: a set of self-managed tools for an improved share of Life Cycle Thinking knowledge,2014,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1692,The Royal Society of Chemistry and the delivery of chemistry data repositories for the community,2014,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1693,The safety and efficacy of epinephrine in hand surgery: a systematic review of the literature and international survey,2014,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1694,The slaughterhouse as data source for monitoring programmes in cattle,2014,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1695,"The SQL++ Semi-structured Data Model and Query Language: A Capabilities Survey of SQL-on-Hadoop, NoSQL and NewSQL Databases.",2014,automation,advance,search-string,"matches canonical string (term='newsql', indicator='survey')",2026-07-05
CAND-1696,"The SQL++ Unifying Semi-structured Query Language, and an Expressiveness Benchmark of SQL-on-Hadoop, NoSQL and NewSQL Databases",2014,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-1697,The traditional Chinese medicine prescription pattern of patients with primary dysmenorrhea in Taiwan: a large-scale cross sectional survey.,2014,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1698,Title Comparative gene expression analysis of the human periodontal ligament in deciduous and permanent teeth,2014,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1699,Title The clinical impact of chromosomal microarray on paediatriccare in Hong Kong,2014,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1700,Towards a Framework for Supporting Web Search of Complex Objects via Multidimensional Paradigms,2014,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='state-of-the-art')",2026-07-05
CAND-1701,Towards a Scalable and Unified REST API for Cloud Data Stores.,2014,automation,advance,search-string,"matches canonical string (term='dbaas', indicator='systematic')",2026-07-05
CAND-1702,Towards a uniform data model in multi-database environments,2014,automation,advance,search-string,"matches canonical string (term='nosql', indicator='review')",2026-07-05
CAND-1703,Tutorial: An In-Depth Look at Modern Database Systems,2014,automation,advance,search-string,"matches canonical string (term='newsql', indicator='tutorial')",2026-07-05
CAND-1704,UBILIBRARY: CONTEXT-AWARE LIBRARY SERVICE ON A PUBLIC DISPLAY,2014,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1705,University of Dundee Physical and mental health comorbidity is common in people with multiple sclerosis,2014,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1706,Updated distribution and biogeography of amphibians and reptiles of Europe,2014,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-1707,Use of Administrative and National Survey Databases in Health Services Research,2014,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1708,Use of electronic information resources in university libraries of Tirupati (A.P): An analytical study,2014,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1709,User requirements Massive Point Clouds for eSciences (WP1),2014,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1710,Utilizing a NoSQL Data Store for Scalable Log Analysis,2014,automation,advance,search-string,"matches canonical string (term='nosql', indicator='state-of-the-art')",2026-07-05
CAND-1711,UvA-DARE (Digital Academic Repository) Molecular Environment of the Supernova Remnant IC 443 Discovery of the Molecular Shells Surrounding the Remnant,2014,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1712,Variability of the infrared complex refractive index of African mineral dust: experimental estimation and implications for radiative transfer and satellite remote sensing,2014,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1713,"Vascular flora of the Penobscot Experimental Forest, with provisional lists of lichens and bryophytes",2014,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1714,Views and Updates over Distributed Databases,2014,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='systematic')",2026-07-05
CAND-1715,Virtual structures and heterogeneous nodes in dependency graphs for detecting metamorphic malware,2014,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-1716,Water Security Toolkit User Manual Version 1.2.,2014,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1717,Web3D Visualization of High Detail and Complex 3D-mesh Caves Models,2014,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1718,Web technologies for environmental Big Data,2014,automation,advance,search-string,"matches canonical string (term='nosql', indicator='overview')",2026-07-05
CAND-1719,What explains the quality and price of GP services? An investigation using linked survey and administrative data.,2014,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1720,Which NoSQL Database? A Performance Overview,2014,automation,advance,search-string,"matches canonical string (term='nosql', indicator='overview')",2026-07-05
CAND-1721,WOUND CARE A SELECTION OF TEN READINGS ON TOPICS RELATED TO WOUND CARE Selection of readings made by A / Prof Goh Lee Gan READING 1 – USING FRUITS TO STAGE PRESSURE ULCERS,2014,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1722,ВИКОРИСТАННЯ СУЧАСНОГО ПРОГРАМНОГО ЗАБЕЗПЕЧЕННЯ В СИСТЕМАТИЗАЦІЇ ЛІТЕРАТУРНИХ ДАНИХ ЗА ІНТРАНАЗАЛЬНИМИ ЛІКАРСЬКИМИ ЗАСОБАМИ,2015,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-1723,2103407 Geologic Frameworks Derived from Lightning Maps and Resistivity Volumes,2015,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1724,3D point cloud simplification for image-based localization,2015,automation,advance,search-string,"matches canonical string (term='cloud database', indicator='state-of-the-art')",2026-07-05
CAND-1725,"Abstracts From the Neuroanaesthestic and Critical Care Society of Great Britain and Ireland’s Annual Scientific Meeting – Manchester, May 7–8, 2015",2015,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1726,Achieving Big Data Privacy for Colour Images via Hybrid Cloud,2015,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1727,A Comparison of the Information Needs and Seeking Behavior of Law Students Studying in Aberyswyth University and Sultan Sharif Ali University (UNISSA),2015,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1728,A Critique of the CAP Theorem,2015,automation,advance,search-string,"matches canonical string (term='nosql', indicator='survey')",2026-07-05
CAND-1729,A cross-sectional analysis of the short-term outcomes of patients receiving prehospital treatment for symptomatic hypoglycaemia in Cape Town,2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1730,Acupuncture for treating alopecia areata: a protocol of systematic review of randomised clinical trials,2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1731,A Curriculum and Software Design Scaffolding Goal Directed Teaching in Classrooms,2015,automation,advance,search-string,"matches canonical string (term='nosql', indicator='overview')",2026-07-05
CAND-1732,A Datalog-based protocol for lazy data migration in agile NoSQL Application development,2015,automation,advance,search-string,"matches canonical string (term='nosql', indicator='systematic')",2026-07-05
CAND-1733,A data management infrastructure for bridge monitoring,2015,automation,advance,search-string,"matches canonical string (term='nosql', indicator='review')",2026-07-05
CAND-1734,A data management system for long‐term natural resource monitoring and management projects with multiple cooperators,2015,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='survey')",2026-07-05
CAND-1735,AD HOC MODEL GENERATION USING MULTISCALE LIDAR DATA FROM A GEOSPATIAL DATABASE,2015,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1736,A framework for multidimensional indexes on distributed and highly-available data stores,2015,automation,advance,search-string,"matches canonical string (term='nosql', indicator='state of the art')",2026-07-05
CAND-1737,A General Framework For Knowledge Discovery Using High Performance Machine Learning Algorithms,2015,automation,advance,search-string,"matches canonical string (term='vector database', indicator='state-of-the-art')",2026-07-05
CAND-1738,A Horizontally-Scalable Multiprocessing Platform Based on Node.js,2015,automation,advance,search-string,"matches canonical string (term='nosql', indicator='state-of-the-art')",2026-07-05
CAND-1739,Air quality simulation over South Asia using Hemispheric Transport of Air Pollution version-2 (HTAP-v2) emission inventory and Model for Ozone and Related chemical Tracers (MOZART-4),2015,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-1740,Allocation Strategies for Data-Oriented Architectures,2015,automation,advance,search-string,"matches canonical string (term='database-as-a-service', indicator='state-of-the-art')",2026-07-05
CAND-1741,Analysis of the service requirements of the enterprises jointly run by school and enterprise,2015,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1742,Analysis of various NoSql database,2015,automation,advance,search-string,"matches canonical string (term='nosql', indicator='overview')",2026-07-05
CAND-1743,An evaluation of ozone dry deposition in global scale chemistry climate models,2015,automation,advance,search-string,"matches canonical string (term='htap', indicator='systematic')",2026-07-05
CAND-1744,An integrated solution—KAGFM for mass customization in customer-oriented product design under cloud manufacturing environment,2015,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1745,A NoSQL-based Data Management Infrastructure for Bridge Monitoring Database,2015,automation,advance,search-string,"matches canonical string (term='nosql', indicator='state-of-the art')",2026-07-05
CAND-1746,An overview of hybrid databases,2015,automation,advance,search-string,"matches canonical string (term='nosql', indicator='overview')",2026-07-05
CAND-1747,A pipeline of 3 D scene reconstruction from point clouds fgi,2015,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1748,Approach to Enhancing Concurrent and Self-Reliant Access to Cloud Database: A Review,2015,automation,advance,search-string,"matches canonical string (term='cloud database', indicator='review')",2026-07-05
CAND-1749,Architectural evaluation of historic sites through site surveys in Ningbo China,2015,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1750,Architecture Based Materialized View Evolution: A Review☆,2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1751,Architecture Knowledge for Evaluating Scalable Databases,2015,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='taxonomy')",2026-07-05
CAND-1752,Architectures for Scalable Databases in Cloud – And Application Specifications,2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1753,A Review of Data Access Optimization Techniques in a Distributed Database Management System,2015,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='review')",2026-07-05
CAND-1754,A review of heterogeneous data mining for brain disorders,2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1755,A Review on Need of MapReduce in Big Data Application,2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1756,A Review on Self-Determining Method to Encrypted Cloud Databases,2015,automation,advance,search-string,"matches canonical string (term='cloud database', indicator='review')",2026-07-05
CAND-1757,A Review on: Storage Database Consolidation Technology,2015,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='review')",2026-07-05
CAND-1758,articleA geographical population analysis of dental trauma in schoolchildren aged 12 and 15 in the city of Curitiba-Brazil,2015,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1759,articleCancer risks of dermatomyositis and polymyositis : a nationwide cohort study in Taiwan,2015,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1760,articlePreterm birth and reduced birthweight in first and second teenage pregnancies : a register-based cohort study,2015,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1761,A soil parameters geodatabase for the modeling assessment of agricultural conservation practices effects in the United States,2015,automation,advance,search-string,"matches canonical string (term='multi-model database', indicator='survey')",2026-07-05
CAND-1762,A study of genomic data provenance in NoSQL document-oriented database systems,2015,automation,advance,search-string,"matches canonical string (term='nosql', indicator='review')",2026-07-05
CAND-1763,A Study on Distributed Database System,2015,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='overview')",2026-07-05
CAND-1764,A Survey for DOS Attack Based on Multivariate Correlation Analysis,2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1765,A survey for secure communication of cloud third party authenticator,2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1766,A survey of bitmap index compression algorithms for Big Data,2015,automation,advance,search-string,"matches canonical string (term='graph database', indicator='survey')",2026-07-05
CAND-1767,A Survey of Data Mining Applications and Techniques,2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1768,A Survey of E-Healthcare Information System based on Android Application,2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1769,A survey of information security incident handling in the cloud,2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1770,A Survey of Multi-Agent based Intelligent Decision Support System for Medical Classification Problems,2015,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='survey')",2026-07-05
CAND-1771,A Survey on Big Data Processing in Large Scale Computing System,2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1772,A Survey on Classification over Semantically Secure Encrypted Data,2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1773,A Survey on Data Mining and Analysis in Hadoop and Chosing NoSql database using CAP Theorm,2015,automation,advance,search-string,"matches canonical string (term='nosql', indicator='survey')",2026-07-05
CAND-1774,A SURVEY ON DETECTING DATA DEDUPLICATION AND PROVIDE SECURITY IN CLOUD COMPUTING,2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1775,A Survey on Distributed Database Management for minimizing the energy consumption in Wireless Sensor Network,2015,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='survey')",2026-07-05
CAND-1776,A SURVEY ON IMPLEMANTATION OF COLUMN ORIENTED NOSQL DATA STORES (BIGTABLE & CASSANDRA),2015,automation,advance,search-string,"matches canonical string (term='nosql', indicator='survey')",2026-07-05
CAND-1777,A Survey on Integrated Compiler for Online Examination System,2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1778,A Survey on Low Level Feature Identification of Satellite Images and Knowledge Discovery from Identified Features using Image Mining,2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1779,A Survey on Personal Data Cloud JiaqiuWang and,2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1780,A Survey on Privacy Preserving Technique to Secure Cloud,2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1781,A Survey on Security Issues in Big Data and NoSQL,2015,automation,advance,search-string,"matches canonical string (term='nosql', indicator='survey')",2026-07-05
CAND-1782,A Survey on SQL Injection Attack Countermeasures Techniques,2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1783,A Survey on Truth Discovery,2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1784,A Survey on Various Techniques of Energy Consumption on Cloud Network,2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1785,A Survey Paper on Quality of Service in Cloud Computing,2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1786,A taxonomy of performance prediction systems for parallel and distributed computing systems,2015,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='taxonomy')",2026-07-05
CAND-1787,ATRA Availability on Formulary for the Treatment of APL Across Hospitals in the State of Georgia,2015,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1788,Automated and Accurate Estimation of Gene Family Abundance from Shotgun Metagenomes,2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1789,Automated Survey Enactment and DDI Integration,2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1790,"Automotive big data: Applications, workloads and infrastructures",2015,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-1791,"Background Study for the National Strategy on Social Inclusion and Poverty Reduction, 2015-2020",2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1792,BASE analysis of NoSQL database,2015,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-1793,"BCD: BigData, cloud computing and distributed computing",2015,automation,advance,search-string,"matches canonical string (term='nosql', indicator='overview')",2026-07-05
CAND-1794,BIG DATA ANALYTICS IN FINANCIAL MARKET,2015,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-1795,Big database stores a review on various big data datastores,2015,automation,advance,search-string,"matches canonical string (term='nosql', indicator='review')",2026-07-05
CAND-1796,Big data cloud and the frontier of computer science and technology,2015,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-1797,Big Data Design,2015,automation,advance,search-string,"matches canonical string (term='nosql', indicator='state of the art')",2026-07-05
CAND-1798,Big Data in the Cloud: A Survey,2015,automation,advance,search-string,"matches canonical string (term='nosql', indicator='survey')",2026-07-05
CAND-1799,Big Data Technology Literature Review,2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1800,"Blind men and an elephant coalescing open-source, academic, and industrial perspectives on BigData",2015,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='tutorial')",2026-07-05
CAND-1801,Blockchain learning: can crypto-currency methods be appropriated to enhance online learning?,2015,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='review')",2026-07-05
CAND-1802,Cassandra: what it does and what it does not and benchmarking,2015,automation,advance,search-string,"matches canonical string (term='nosql', indicator='review')",2026-07-05
CAND-1803,CASTLE3D - A Computer Aided System for Labelling Archaeological Excavations in 3D,2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1804,Challenges to Entrepreneurial Success in Sub-Saharan Africa: A Comparative Perspective,2015,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1805,"Characteristics and effects of intensive training in young children with cerebral palsy and parents' experiences of family-centred services investigated in a survey, a systematic review and a randomised controlled trial",2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1806,Choosing the right NoSQL database for the job: a quality attribute evaluation,2015,automation,advance,search-string,"matches canonical string (term='nosql', indicator='survey')",2026-07-05
CAND-1807,Cloud Computing based Disaster Recovery: An Introduction,2015,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1808,"Cloud computing: challenges, limitations and R&amp;D solutions",2015,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-1809,"Cloud computing, Web 2.0, and operational performance: The mediating role of supply chain integration",2015,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1810,Cloud Database Security: A Survey,2015,automation,advance,search-string,"matches canonical string (term='cloud database', indicator='survey')",2026-07-05
CAND-1811,Cloud repair scheme for server software problem,2015,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1812,Colil: a database and search service for citation contexts in the life sciences domain,2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1813,Comparative Analysis of Association Rule Mining Algorithms Based on Performance Survey,2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1814,Comparison Issues in Large Graphs: State of the Art and Future Directions,2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1815,Computational epigenomics: challenges and opportunities,2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-1816,Computer and Software Comparative Study of Selected Data Processing Software Using Massive Point Cloud Data,2015,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1817,Concurrent and Free Accessing in Encrypted Cloud Databases,2015,automation,advance,search-string,"matches canonical string (term='cloud database', indicator='survey')",2026-07-05
CAND-1818,Confidential database-as-a-service approaches: taxonomy and survey,2015,automation,advance,search-string,"matches canonical string (term='database-as-a-service', indicator='taxonomy')",2026-07-05
CAND-1819,Construction Resources Management System for Gaza Strip Building Contractors,2015,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-1820,Cost-Effective Conceptual Design Using Taxonomies,2015,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
